Production Budget ($),Worldwide Gross ($)
"$8,000,000 ","$458,232 "
"$1,500,000 ","$139,084 "
"$150,000,000 ","$942,943,935 "
"$7,000,000 ",$0 
"$17,000,000 ","$364,607 "
"$150,000,000 ","$194,995,215 "
"$45,000,000 ","$31,077,418 "
"$5,000,000 ","$861,325 "
"$85,000,000 ","$340,384,141 "
"$25,000,000 ","$66,015,869 "
"$20,000,000 ","$12,397,613 "
"$17,500,000 ","$99,135,571 "
"$13,000,000 ","$49,733,545 "
"$13,000,000 ","$57,189,408 "
"$9,000,000 ","$10,642,023 "
"$14,000,000 ","$22,754,472 "
"$8,600,000 ","$32,968,648 "
"$8,000,000 ",$0 
"$80,000,000 ","$113,325,743 "
"$14,000,000 ","$75,525,718 "
"$55,000,000 ","$74,870,866 "
"$28,000,000 ","$55,307,857 "
"$15,000,000 ","$55,934,178 "
"$12,500,000 ","$11,277,119 "
"$150,000,000 ","$585,532,684 "
"$55,000,000 ","$362,605,033 "
"$30,000,000 ","$2,717,302 "
"$20,000,000 ","$74,180,745 "
"$250,000 ","$284,174 "
"$75,000,000 ","$119,512,771 "
"$35,000,000 ","$20,606,053 "
"$30,000,000 ","$155,769,678 "
"$10,000,000 ","$1,537,479 "
"$45,000,000 ","$174,810,815 "
"$40,000,000 ","$128,884,494 "
"$40,000,000 ","$103,429,755 "
"$20,000,000 ",$0 
"$15,000,000 ","$30,261,293 "
"$7,300,000 ","$25,397,460 "
"$25,000,000 ","$77,208,711 "
"$4,000,000 ","$79,250,193 "
"$28,000,000 ","$22,860,477 "
"$20,000,000 ",$0 
"$17,500,000 ","$60,865,364 "
"$16,500,000 ","$21,404,122 "
"$2,000,000 ",$0 
"$120,000 ",$0 
"$120,000 ",$0 
"$12,000 ",$0 
"$20,000,000 ","$6,947,084 "
"$12,000,000 ","$57,577,765 "
"$10,000,000 ","$21,596,074 "
"$6,500,000 ","$70,712,099 "
"$1,600,000 ","$14,253,760 "
"$150,000,000 ","$624,234,272 "
"$175,000,000 ","$405,760,225 "
"$21,000,000 ","$17,589,867 "
"$15,000,000 ","$1,590,246 "
"$1,000,000 ","$6,030,129 "
"$2,500,000 ","$13,881,317 "
"$200,000 ",$0 
"$30,000,000 ","$160,247,805 "
"$25,000,000 ","$171,302,226 "
"$22,000,000 ","$25,044,057 "
"$4,900,000 ","$15,198 "
"$2,000,000 ","$2,350,641 "
"$1,000,000 ","$304,472 "
"$15,000,000 ","$26,170,402 "
"$47,500,000 ","$112,214,531 "
"$35,000,000 ","$52,649,951 "
"$30,000,000 ","$84,646,831 "
"$17,000,000 ","$8,607,815 "
"$900,000 ","$11,993,156 "
"$186,000,000 ","$584,604,126 "
"$40,000,000 ","$106,548,738 "
"$7,000,000 ","$2,667,084 "
"$2,000,000 ","$11,263,263 "
"$92,500,000 ","$162,839,667 "
"$82,500,000 ","$223,636,949 "
"$17,500,000 ","$148,586,910 "
"$7,000,000 ","$55,617,866 "
"$6,000,000 ","$17,252,287 "
"$2,750,000 ","$5,394,447 "
"$40,000,000 ","$150,886,329 "
"$20,000,000 ","$30,894,247 "
"$12,000,000 ","$5,295,909 "
"$7,500,000 ","$4,151,836 "
"$6,250,000 ","$20,199,663 "
"$50,000 ","$406,299 "
"$55,000,000 ","$43,980,363 "
"$40,000,000 ","$78,269,970 "
"$6,000,000 ","$3,330,012 "
"$28,000,000 ","$12,031,443 "
"$25,000,000 ","$20,052,958 "
"$20,000,000 ","$154,218,168 "
"$20,000,000 ","$7,022,183 "
"$20,000,000 ","$4,504,111 "
"$12,000,000 ","$17,475,475 "
"$10,000,000 ","$33,886,017 "
"$85,000,000 ","$299,477,886 "
"$33,000,000 ","$21,621,188 "
"$21,000,000 ","$39,319,801 "
"$15,000,000 ","$8,200,127 "
"$1,700,000 ","$23,271,741 "
"$40,000,000 ","$49,686,263 "
"$20,000,000 ","$41,975,388 "
"$8,000,000 ","$47,782,426 "
"$3,000,000 ","$115,879 "
"$850,000 ","$442,638 "
"$35,000,000 ","$159,846,429 "
"$35,000,000 ","$73,026,302 "
"$25,000,000 ","$11,229,035 "
"$10,000,000 ","$33,512,260 "
"$250,000 ","$67,665 "
"$20,000,000 ","$44,513,466 "
"$58,000,000 ","$41,348,628 "
"$37,000,000 ","$101,857,425 "
"$25,000,000 ","$22,910,563 "
"$10,000,000 ","$22,198,996 "
"$1,000,000 ","$16,173,879 "
"$113,500,000 ","$132,999,811 "
"$18,500,000 ","$33,954,018 "
"$3,000,000 ","$895,932 "
"$55,000,000 ","$129,075,270 "
"$30,000,000 ","$105,173,042 "
"$30,000,000 ","$32,955,399 "
"$12,000,000 ","$7,203,439 "
"$8,000,000 ","$3,270,974 "
"$500,000 ","$32,033 "
"$30,000,000 ","$64,170,447 "
"$25,000,000 ","$12,850,033 "
"$23,000,000 ","$4,673,377 "
"$12,000,000 ","$43,353,117 "
"$5,000,000 ","$332,120 "
"$45,000,000 ","$46,598,133 "
"$6,000,000 ","$36,497 "
"$35,000,000 ","$10,157,534 "
"$29,000,000 ","$28,452,945 "
"$12,000,000 ","$8,942,516 "
"$225,000,000 ","$417,341,288 "
"$185,000,000 ","$786,558,145 "
"$20,000,000 ","$8,221,700 "
"$10,000,000 ","$1,299,855 "
"$4,600,000 ","$968,805 "
"$57,500,000 ","$415,247,258 "
"$9,000,000 ","$83,051,676 "
"$5,000,000 ","$67,505 "
"$130,000,000 ","$631,910,531 "
"$90,000,000 ","$202,910,991 "
"$18,000,000 ","$27,147,349 "
"$8,000,000 ","$2,476,491 "
"$27,000,000 ","$44,270,131 "
"$26,000,000 ","$102,404,019 "
"$5,000,000 ","$4,815,890 "
"$137,500,000 ","$263,417,913 "
"$60,000,000 ","$162,778,384 "
"$200,000 ","$140,016 "
"$80,000,000 ","$226,739,416 "
"$62,000,000 ","$40,123,346 "
"$10,000,000 ","$17,657,973 "
"$2,500,000 ","$3,838,486 "
"$180,000,000 ","$532,590,994 "
"$75,000,000 ","$342,416,460 "
"$105,000,000 ","$269,065,678 "
"$20,000,000 ","$66,143,005 "
"$20,000,000 ","$47,300,771 "
"$12,000,000 ","$2,975,188 "
"$1,500,000 ","$414,404 "
"$2,150,000 ",$0 
"$150,000,000 ","$599,516,844 "
"$40,000,000 ","$12,345,883 "
"$28,000,000 ","$94,500,826 "
"$12,500,000 ","$44,083,403 "
"$8,500,000 ","$198,883 "
"$185,000,000 ","$1,002,572,859 "
"$52,000,000 ","$615,748,877 "
"$37,000,000 ","$67,029,956 "
"$15,000,000 ","$6,379,575 "
"$30,000 ","$243,768 "
"$65,000,000 ","$128,468,793 "
"$35,000,000 ","$68,170,792 "
"$16,000,000 ","$247,474,497 "
"$1,900,000 ","$5,617,067 "
"$10,000,000 ","$8,243,567 "
"$72,500,000 ","$109,362,966 "
"$27,500,000 ","$43,607,627 "
"$15,000,000 ","$34,533,783 "
"$18,000,000 ",$0 
"$18,000,000 ","$27,794,339 "
"$90,000,000 ","$191,091,250 "
"$10,000 ",$401 
"$35,000,000 ","$77,220,596 "
"$25,000,000 ","$43,530,281 "
"$16,000,000 ","$104,504,817 "
"$8,500,000 ","$68,695,443 "
"$15,000,000 ","$8,767,338 "
"$65,000,000 ","$72,516,819 "
"$25,000,000 ","$71,390,601 "
"$23,000,000 ","$11,778,396 "
"$9,000,000 ","$4,934,104 "
"$38,000,000 ","$5,473,041 "
"$4,000,000 ",$0 
"$22,000,000 ","$27,882,226 "
"$45,000,000 ","$70,216,497 "
"$20,000,000 ","$36,720,752 "
"$6,000,000 ","$6,176,114 "
"$4,900,000 ","$7,174,984 "
"$120,000,000 ","$93,394,462 "
"$35,000,000 ","$218,535,708 "
"$450,000 ","$22,623 "
"$27,000,000 ","$45,160,110 "
"$22,000,000 ","$31,013,349 "
"$20,000,000 ","$44,821,299 "
"$20,000,000 ","$27,911,453 "
"$20,000,000 ","$34,787,111 "
"$20,000,000 ","$29,843,245 "
"$6,537,890 ","$14,319,195 "
"$80,000,000 ","$178,066,569 "
"$45,000,000 ","$9,676,497 "
"$14,000,000 ","$266,967 "
"$3,400,000 ","$4,124,277 "
"$500,000 ","$33,473,297 "
"$67,500,000 ","$118,556,530 "
"$38,000,000 ","$17,830,244 "
"$37,500,000 ","$9,813,309 "
"$12,000,000 ","$41,924,774 "
"$200,000 ","$212,989 "
"$200,000 ","$52,443 "
"$32,500,000 ","$112,964,875 "
"$300,000 ","$1,416,046 "
"$2,000,000 ",$0 
"$35,000,000 ","$85,761,789 "
"$27,000,000 ","$2,412,123 "
"$25,100,000 ","$28,575,778 "
"$19,000,000 ","$10,412,485 "
"$11,000,000 ","$39,984,023 "
"$250,000 ",$0 
"$55,000,000 ","$113,805,580 "
"$30,000,000 ","$43,440,721 "
"$20,000,000 ","$4,453,327 "
"$20,000,000 ","$4,383,538 "
"$11,000,000 ","$274,392,880 "
"$10,800,000 ","$118,209,778 "
"$4,500,000 ","$12,247,682 "
"$2,000,000 ","$2,046,090 "
"$400,000 ","$655,538 "
"$24,000,000 ","$36,856,306 "
"$5,000,000 ","$15,318,257 "
"$2,500,000 ","$507,446 "
"$2,000,000 ","$4,294,373 "
"$1,500,000 ","$173,066 "
"$240,000 ","$7,484 "
"$60,000,000 ","$13,233,220 "
"$15,000,000 ","$13,248,444 "
"$7,000,000 ",$0 
"$20,000,000 ","$65,454,793 "
"$18,000,000 ","$57,193,655 "
"$4,000,000 ","$19,174,817 "
"$82,500,000 ","$160,388,063 "
"$60,000,000 ","$50,648,806 "
"$45,000,000 ","$243,180,937 "
"$3,400,000 ","$12,636 "
"$230,000,000 ","$591,692,078 "
"$2,500,000 ","$174,255 "
"$150,000,000 ","$328,015,209 "
"$37,000,000 ","$402,280,159 "
"$1,000,000 ","$26,822 "
"$130,000,000 ","$215,080,810 "
"$80,000,000 ","$168,311,558 "
"$20,000,000 ","$57,293,371 "
"$60,000,000 ","$78,481,410 "
"$37,000,000 ","$168,167,798 "
"$16,000,000 ","$50,103,808 "
"$14,000,000 ","$384,519,665 "
"$80,000,000 ","$233,066,978 "
"$58,000,000 ","$30,118,557 "
"$40,000,000 ","$915,840 "
"$25,000,000 ","$274,543,085 "
"$20,000,000 ","$53,191,101 "
"$7,000,000 ",$0 
"$2,600,000 ","$564,474 "
"$6,000,000 ","$46,634,275 "
"$60,000,000 ","$90,482,317 "
"$54,000,000 ","$166,617,328 "
"$50,000,000 ","$225,990,976 "
"$160,000,000 ","$329,809,326 "
"$90,000,000 ","$203,902,107 "
"$80,000,000 ","$221,468,935 "
"$60,000,000 ","$247,812,011 "
"$60,000,000 ","$39,006,188 "
"$2,000,000 ","$13,912,289 "
"$45,000,000 ","$79,564,960 "
"$35,000,000 ",$0 
"$20,000,000 ","$38,585,047 "
"$18,000,000 ","$627,422 "
"$16,000,000 ","$31,631 "
"$15,000,000 ","$3,436,763 "
"$13,700,000 ","$11,738,256 "
"$5,500,000 ",$0 
"$5,000,000 ","$1,504,960 "
"$2,700,000 ","$5,377,665 "
"$2,600,000 ",$0 
"$2,200,000 ",$0 
"$1,200,000 ","$81,338 "
"$1,000,000 ",$0 
"$850,000 ",$0 
"$150,000,000 ","$374,825,760 "
"$102,500,000 ","$212,282,709 "
"$90,000,000 ","$859,701,857 "
"$1,000,000 ",$0 
"$50,000,000 ","$52,987,754 "
"$35,000,000 ","$122,213,085 "
"$26,000,000 ","$185,904,750 "
"$19,000,000 ","$45,005,151 "
"$14,000,000 ","$102,836,002 "
"$60,000,000 ","$66,655,938 "
"$50,000,000 ","$1,250,617 "
"$35,000,000 ","$89,102,315 "
"$750,000 ","$814,801 "
"$25,000,000 ","$226,941,585 "
"$8,000,000 ","$29,937,909 "
"$3,250,000 ","$34,114,067 "
"$23,600,000 ","$102,236,596 "
"$18,500,000 ","$32,679,264 "
"$15,000,000 ","$18,856,151 "
"$7,000,000 ","$30,360,570 "
"$50,000,000 ","$53,850,527 "
"$17,000,000 ","$92,670,237 "
"$12,000,000 ","$16,349,034 "
"$6,200,000 ","$37,339,594 "
"$5,000,000 ",$0 
"$20,000,000 ","$18,608,570 "
"$17,500,000 ","$90,508,336 "
"$50,000,000 ","$12,335,036 "
"$500,000 ","$77,121 "
"$85,000,000 ","$363,064,265 "
"$9,800,000 ","$17,553,055 "
"$50,000,000 ","$105,103,783 "
"$15,000,000 ","$46,526,243 "
"$6,000,000 ","$4,713,059 "
"$5,000,000 ","$17,329,337 "
"$60,000,000 ","$81,079,566 "
"$50,000,000 ","$186,450,317 "
"$40,000,000 ","$91,729,503 "
"$2,000,000 ","$30,955 "
"$175,000,000 ","$381,687,380 "
"$20,000,000 ","$17,306,648 "
"$50,000,000 ","$42,002,029 "
"$15,000,000 ","$40,127,259 "
"$7,500,000 ","$10,849,158 "
"$30,000,000 ","$166,842,739 "
"$26,000,000 ","$45,043,870 "
"$20,000,000 ","$23,661,038 "
"$20,000,000 ","$9,208,876 "
"$4,300,000 ","$9,791,282 "
"$60,000,000 ","$88,832,210 "
"$40,000,000 ","$139,474,906 "
"$20,000,000 ","$35,472,739 "
"$2,500,000 ","$108,907 "
"$47,000,000 ","$116,773,317 "
"$500,000 ","$44,793,168 "
"$60,000,000 ","$38,389,024 "
"$20,000,000 ","$73,964,713 "
"$18,000,000 ","$315,000 "
"$100,000,000 ","$69,548,641 "
"$35,000,000 ","$465,764,086 "
"$21,000,000 ","$10,108,016 "
"$17,000,000 ","$20,465,206 "
"$12,000,000 ","$1,620,056 "
"$150,000,000 ","$490,875,846 "
"$20,000,000 ","$5,531,756 "
"$200,000,000 ","$365,491,792 "
"$150,000,000 ","$402,231,063 "
"$25,000,000 ","$32,092,761 "
"$14,000,000 ","$20,537,741 "
"$1,300,000 ","$1,005,840 "
"$10,000,000 ",$0 
"$175,000,000 ","$731,542,621 "
"$30,000,000 ","$91,388,487 "
"$13,000,000 ","$109,421,911 "
"$1,500,000 ","$31,916 "
"$60,000,000 ","$126,037,057 "
"$40,000,000 ","$181,053,657 "
"$38,000,000 ","$44,411,527 "
"$6,000,000 ","$1,418,304 "
"$138,000,000 ","$184,068,357 "
"$150,000 ",$0 
"$190,000,000 ","$315,709,697 "
"$25,000,000 ","$26,341,896 "
"$24,000,000 ","$67,348,218 "
"$10,000,000 ","$68,722,848 "
"$10,000,000 ","$49,486,874 "
"$60,000,000 ","$57,604,723 "
"$40,000,000 ","$314,709,717 "
"$15,000,000 ","$35,106,706 "
"$800,000 ","$2,194,020 "
"$17,000,000 ","$13,446,115 "
"$210,000,000 ","$836,519,699 "
"$27,500,000 ","$96,673,002 "
"$23,000,000 ","$2,715,657 "
"$15,000,000 ","$49,894,223 "
"$3,500,000 ","$1,396,395 "
"$3,500,000 ",$0 
"$12,000,000 ","$5,400,624 "
"$1,100,000 ",$0 
"$750,000 ",$0 
"$5,000,000 ","$4,568,257 "
"$175,000,000 ","$302,469,017 "
"$40,000,000 ","$126,646,119 "
"$14,000,000 ","$22,815,460 "
"$12,000,000 ","$20,122,558 "
"$2,100,000 ","$23,266,821 "
"$250,000,000 ","$935,083,686 "
"$1,000,000 ",$0 
"$150,000,000 ","$292,817,841 "
"$38,000,000 ","$205,298,907 "
"$20,000,000 ","$78,769,428 "
"$3,200,000 ","$2,828,590 "
"$72,500,000 ","$71,880,305 "
"$45,000,000 ","$59,551,283 "
"$9,000,000 ","$1,635,241 "
"$3,000,000 ","$10,473,836 "
"$140,000,000 ","$385,680,446 "
"$6,000,000 ","$1,365,108 "
"$4,000,000 ","$384,244 "
"$3,000,000 ","$10,172,519 "
"$39,000,000 ","$102,332,135 "
"$34,000,000 ","$205,312,666 "
"$30,000,000 ","$212,453,431 "
"$20,000,000 ","$12,967,829 "
"$10,000,000 ","$15,297,318 "
"$5,000,000 ","$8,297 "
"$70,000,000 ","$316,915,264 "
"$20,000,000 ","$29,870,801 "
"$19,700,000 ","$16,498,827 "
"$15,000,000 ","$6,561,243 "
"$10,000,000 ","$295,750 "
"$10,000,000 ","$997,921 "
"$29,000,000 ","$10,066,366 "
"$40,000,000 ","$187,384,627 "
"$15,000,000 ","$38,512,850 "
"$10,000,000 ","$19,716 "
"$30,000,000 ","$115,150,424 "
"$29,000,000 ","$1,733,532 "
"$16,000,000 ","$78,208,812 "
"$5,000,000 ","$10,732,909 "
"$30,000,000 ","$48,559,999 "
"$60,000,000 ","$172,450,423 "
"$11,400,000 ","$29,830,239 "
"$10,000,000 ","$721,108 "
"$7,500,000 ","$29,652,736 "
"$6,400,000 ","$4,199,874 "
"$1,500,000 ","$52,429 "
"$230,000 ","$2,703,762 "
"$8,500,000 ","$17,220,091 "
"$100,000,000 ","$236,827,677 "
"$22,000,000 ","$41,771,168 "
"$20,000,000 ","$1,167,092 "
"$18,000,000 ","$36,133,014 "
"$16,000,000 ","$31,943,401 "
"$1,000,000 ","$1,355,079 "
"$10,000,000 ","$90,909 "
"$20,000,000 ","$19,121,531 "
"$80,000,000 ","$119,668,350 "
"$40,000,000 ","$17,033,431 "
"$23,000,000 ","$50,813,834 "
"$18,000,000 ","$80,227,619 "
"$7,000,000 ","$1,429,453 "
"$450,000 ","$194,183,034 "
"$30,000,000 ","$169,173,206 "
"$30,000,000 ","$58,228,460 "
"$18,000,000 ","$27,148,898 "
"$350,000 ",$0 
"$42,000,000 ","$130,788,243 "
"$18,000,000 ","$16,382,538 "
"$250,000 ",$0 
"$100,000,000 ","$99,123,656 "
"$53,000,000 ","$131,159,781 "
"$20,000,000 ","$29,227,561 "
"$10,000,000 ","$9,069 "
"$65,000,000 ","$41,636,243 "
"$40,000,000 ","$19,756,077 "
"$40,000,000 ","$39,753,957 "
"$15,000,000 ","$7,583,050 "
"$11,000,000 ","$69,752,402 "
"$10,000,000 ","$723,388 "
"$14,000,000 ","$1,553,556 "
"$60,000,000 ","$252,091,016 "
"$9,500,000 ","$118,482 "
"$8,000,000 ","$10,629,320 "
"$1,000,000 ","$102,812 "
"$825,000 ","$610,776 "
"$35,000,000 ","$12,254,746 "
"$19,000,000 ","$51,733,921 "
"$12,500,000 ","$26,735,797 "
"$160,000 ","$156,612 "
"$95,000,000 ","$94,894,448 "
"$60,000,000 ","$124,514,011 "
"$7,000,000 ","$28,142,379 "
"$1,070,000 ","$5,348,767 "
"$200,000,000 ","$788,408,539 "
"$50,000,000 ","$37,472,651 "
"$40,000,000 ","$47,085,064 "
"$6,500,000 ","$1,744,952 "
"$60,000,000 ","$108,996,113 "
"$50,000,000 ","$687,557,727 "
"$40,000,000 ","$119,627,047 "
"$35,000,000 ","$305,705,794 "
"$25,000,000 ","$12,413,949 "
"$2,000,000 ","$17,896 "
"$105,000,000 ","$270,997,378 "
"$50,000,000 ","$62,209,892 "
"$35,000,000 ","$95,104,304 "
"$25,000,000 ","$29,206,732 "
"$25,000,000 ","$1,190,003 "
"$11,500,000 ",$0 
"$110,000,000 ","$152,364,370 "
"$55,000,000 ","$16,123,323 "
"$5,000,000 ","$10,676,073 "
"$1,000,000 ","$4,731,944 "
"$8,500,000 ","$47,417,251 "
"$425,000,000 ","$2,783,918,982 "
"$80,000,000 ","$53,508,858 "
"$58,000,000 ","$80,480,566 "
"$35,000,000 ","$31,878,891 "
"$70,000,000 ","$443,483,213 "
"$90,000,000 ","$498,438,212 "
"$85,000,000 ","$224,614,744 "
"$30,000,000 ","$64,352,607 "
"$2,000,000 ","$3,620,902 "
"$18,000,000 ","$25,727,044 "
"$36,500,000 ","$15,000,000 "
"$23,000,000 ","$44,195,779 "
"$10,000,000 ",$0 
"$8,000,000 ",$0 
"$3,000,000 ",$0 
"$3,000,000 ",$0 
"$3,000,000 ",$0 
"$2,500,000 ",$0 
"$2,400,000 ","$1,333,891 "
"$2,000,000 ",$0 
"$1,800,000 ",$0 
"$1,300,000 ",$0 
"$820,000 ","$16,909 "
"$640,000 ","$14,812 "
"$50,000 ",$0 
"$125,000,000 ","$493,214,888 "
"$150,000,000 ","$319,713,881 "
"$20,000,000 ","$67,950,723 "
"$350,000 ","$310,891 "
"$40,000,000 ","$224,922,135 "
"$27,000,000 ","$28,773,827 "
"$20,000,000 ","$28,270,399 "
"$3,000,000 ","$1,022,453 "
"$3,000,000 ",$0 
"$2,900,000 ","$172,867 "
"$80,000,000 ","$158,750,817 "
"$28,000,000 ","$46,752,858 "
"$18,000,000 ","$15,696,146 "
"$3,000,000 ","$5,922,292 "
"$48,000,000 ","$112,610,386 "
"$31,000,000 ","$15,826,984 "
"$26,000,000 ","$67,647,574 "
"$9,000,000 ","$208,163 "
"$500,000 ","$3,824,868 "
"$700,000 ","$1,160 "
"$60,000,000 ","$82,812,456 "
"$2,000,000 ","$102,645 "
"$1,000,000 ",$0 
"$40,000,000 ","$38,899,792 "
"$20,000,000 ","$60,831,067 "
"$9,000,000 ","$85,527 "
"$6,000,000 ","$117,796 "
"$6,000,000 ","$13,722 "
"$15,000 ","$115,592 "
"$80,000,000 ","$299,461,782 "
"$45,000,000 ","$65,532,491 "
"$30,000,000 ","$52,339,566 "
"$10,000,000 ","$109,383 "
"$10,000,000 ","$106,466 "
"$3,750,000 ","$44,462 "
"$37,000,000 ","$55,909,910 "
"$19,000,000 ","$56,445,534 "
"$15,500,000 ","$318,623 "
"$13,000,000 ","$19,910,624 "
"$1,000,000 ","$2,721,096 "
"$32,000,000 ","$43,603,990 "
"$12,500,000 ","$46,370,970 "
"$12,000,000 ","$310,946 "
"$1,000,000 ","$11,574 "
"$42,000,000 ","$8,514,325 "
"$20,000,000 ","$873,617 "
"$13,000,000 ","$331,266,710 "
"$13,000,000 ","$23,014,027 "
"$45,000,000 ","$135,808,837 "
"$32,000,000 ","$18,195,238 "
"$15,000,000 ","$76,954,311 "
"$9,500,000 ","$5,278,632 "
"$6,000,000 ","$8,173,486 "
"$1,100,000 ",$0 
"$165,000,000 ","$494,870,991 "
"$36,000,000 ","$65,967,750 "
"$13,000,000 ","$11,831,131 "
"$7,000,000 ","$46,488 "
"$3,000,000 ","$133,411 "
"$20,000,000 ","$92,678,948 "
"$75,000,000 ","$95,572,749 "
"$50,000,000 ","$89,895,930 "
"$40,000,000 ","$91,455,875 "
"$30,000,000 ","$26,857,459 "
"$12,000,000 ","$557,545 "
"$20,000,000 ","$22,139,590 "
"$28,000,000 ","$97,531,134 "
"$21,000,000 ","$48,977,233 "
"$12,500,000 ","$3,931,367 "
"$10,000,000 ","$3,541,565 "
"$8,300,000 ","$1,353,296 "
"$3,500,000 ","$40,527,719 "
"$80,000,000 ","$86,787,530 "
"$35,000,000 ","$75,281,179 "
"$25,000,000 ","$29,863,840 "
"$10,000,000 ","$42,226,657 "
"$35,000,000 ","$117,729,621 "
"$35,000,000 ","$39,340,177 "
"$10,100,000 ","$18,726,300 "
"$9,900,000 ","$458,054 "
"$7,300,000 ","$12,023,606 "
"$3,800,000 ","$340,930 "
"$3,000,000 ","$4,570,178 "
"$52,000,000 ","$53,139,168 "
"$25,000,000 ","$142,033,509 "
"$15,000,000 ",$0 
"$9,000,000 ","$148,826 "
"$200,000,000 ","$1,025,491,110 "
"$17,000,000 ","$39,233,233 "
"$8,000,000 ","$3,582,797 "
"$250,000 ",$0 
"$130,000,000 ","$321,887,208 "
"$65,000,000 ","$211,739,043 "
"$21,000,000 ","$38,017,873 "
"$18,000,000 ","$60,217,171 "
"$3,750,000 ","$2,436,111 "
"$210,000,000 ","$322,241,588 "
"$30,000,000 ","$82,148,538 "
"$12,000,000 ","$21,867,665 "
"$9,000,000 ","$883,887 "
"$500,000 ","$12,232 "
"$165,000,000 ","$756,244,673 "
"$12,500,000 ","$4,360,548 "
"$10,000,000 ","$8,629,895 "
"$9,200,000 ","$17,155,193 "
"$6,600,000 ",$828 
"$95,000,000 ","$294,680,778 "
"$200,000,000 ","$314,594,597 "
"$70,000,000 ","$38,992,292 "
"$42,000,000 ","$11,756,922 "
"$5,000,000 ","$16,515,203 "
"$4,200,000 ","$101,740 "
"$100,000,000 ","$170,936,470 "
"$30,000,000 ","$165,889,117 "
"$14,000,000 ","$4,127,619 "
"$10,000,000 ","$17,704,131 "
"$200,000,000 ","$1,069,818,229 "
"$47,000,000 ","$11,022,696 "
"$13,000,000 ","$3,617,277 "
"$10,000,000 ","$15,132,211 "
"$7,000,000 ","$10,062,896 "
"$2,500,000 ","$100,280 "
"$117,000,000 ","$258,751,370 "
"$75,000,000 ","$272,223,430 "
"$14,000,000 ","$1,903,952 "
"$323,000 ","$1,373,407 "
"$68,000,000 ","$706,102,828 "
"$25,000,000 ","$146,149 "
"$170,000,000 ","$623,561,331 "
"$7,000,000 ","$6,537,179 "
"$160,000,000 ","$217,986,320 "
"$160,000,000 ","$832,584,416 "
"$5,700,000 ","$731,613 "
"$5,600,000 ","$531,806 "
"$130,000,000 ","$290,650,494 "
"$15,000,000 ","$27,469,621 "
"$4,500,000 ","$281,447 "
"$4,500,000 ","$32,961 "
"$85,000,000 ","$114,979,922 "
"$69,000,000 ","$86,796,502 "
"$44,000,000 ","$48,478,084 "
"$7,000,000 ","$10,828,305 "
"$7,000,000 ","$492,108 "
"$20,000,000 ","$51,445,503 "
"$19,000,000 ","$32,618,920 "
"$18,000,000 ","$19,685,588 "
"$38,000,000 ","$105,887,837 "
"$35,000,000 ","$60,376,247 "
"$25,000,000 ","$16,727,470 "
"$22,000,000 ","$4,065,020 "
"$10,000,000 ","$1,642,939 "
"$8,000,000 ","$6,632,950 "
"$2,000,000 ","$7,799,257 "
"$1,900,000 ","$7,785,229 "
"$1,750,000 ","$1,278,471 "
"$85,000,000 ","$48,056,764 "
"$82,000,000 ","$268,268,174 "
"$60,000,000 ","$206,598,789 "
"$4,200,000 ","$8,078,683 "
"$20,000,000 ","$81,424,988 "
"$35,000,000 ","$97,799,865 "
"$24,000,000 ","$83,660,160 "
"$19,000,000 ","$49,858,465 "
"$18,000,000 ","$25,941,437 "
"$17,000,000 ","$24,719,879 "
"$4,900,000 ","$23,347,469 "
"$32,000,000 ","$70,587,268 "
"$15,000,000 ","$7,885,048 "
"$2,000,000 ","$10,024 "
"$1,800,000 ","$70,165,900 "
"$16,000,000 ","$47,707,417 "
"$55,000,000 ","$152,269,033 "
"$4,500,000 ","$2,481,925 "
"$3,000,000 ","$3,237,452 "
"$2,500,000 ","$118,666 "
"$1,900,000 ","$740,932 "
"$69,000,000 ","$543,495,033 "
"$40,000,000 ","$127,234,389 "
"$5,600,000 ","$18,527,766 "
"$4,000,000 ","$36,275,469 "
"$15,000,000 ","$11,173,718 "
"$37,000,000 ","$152,566,881 "
"$20,000,000 ","$48,958,353 "
"$10,000,000 ","$63,354,114 "
"$8,000,000 ","$76,200,721 "
"$6,800,000 ","$16,038,343 "
"$15,000,000 ","$34,247,816 "
"$100,000,000 ","$139,716,717 "
"$70,000,000 ","$137,431,619 "
"$20,000,000 ","$32,838,945 "
"$16,000,000 ","$1,467,278 "
"$2,000,000 ","$636,706 "
"$1,987,650 ","$21,270,290 "
"$12,000,000 ","$1,595,168 "
"$57,500,000 ","$295,874,190 "
"$6,750,000 ","$6,812,530 "
"$5,000,000 ","$282,687 "
"$40,000,000 ","$59,795,070 "
"$155,000,000 ","$418,186,950 "
"$100,000,000 ","$278,731,369 "
"$20,000,000 ","$277,943 "
"$11,000,000 ","$129,262,388 "
"$60,000,000 ","$196,439,693 "
"$50,000,000 ","$105,246,941 "
"$20,000,000 ","$171,685,793 "
"$18,000,000 ","$157,002 "
"$12,500,000 ","$11,826,980 "
"$1,600,000 ","$2,595,644 "
"$400,000 ","$433,588 "
"$30,000 ","$9,812 "
"$3,000,000 ","$177,512,032 "
"$17,000,000 ","$133,735,284 "
"$10,000,000 ","$355,919 "
"$8,000,000 ","$5,314,194 "
"$500,000 ","$5,639,730 "
"$16,000,000 ","$64,733,391 "
"$110,000,000 ","$177,241,171 "
"$40,000,000 ","$351,774,938 "
